Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2013,2013,2013,0,0,2,Export,788,Tunisia,TUN,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,17060464620,0
H4,2013,2013,2013,0,0,1,Import,792,Turkey,TUR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,251650641956,0
H4,2013,2013,2013,0,0,2,Export,792,Turkey,TUR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,151796483759,0
H4,2013,2013,2013,0,0,1,Import,800,Uganda,UGA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,5817510222,0
H4,2013,2013,2013,0,0,2,Export,800,Uganda,UGA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2407735576,0
H4,2013,2013,2013,0,0,3,Re-Export,800,Uganda,UGA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,706037266,0
H4,2013,2013,2013,0,0,4,Re-Import,800,Uganda,UGA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,4628223,0
H4,2013,2013,2013,0,0,1,Import,807,TFYR of Macedonia,MKD,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,6599824003,0
H4,2013,2013,2013,0,0,2,Export,807,TFYR of Macedonia,MKD,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,4266854771,0
H4,2013,2013,2013,0,0,1,Import,826,United Kingdom,GBR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,655698173035,0
H4,2013,2013,2013,0,0,2,Export,826,United Kingdom,GBR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,548967452774,0
H4,2013,2013,2013,0,0,3,Re-Export,826,United Kingdom,GBR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,6559021649,0
H4,2013,2013,2013,0,0,4,Re-Import,826,United Kingdom,GBR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,5492572679,0
H4,2013,2013,2013,0,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,12525411044,0
H4,2013,2013,2013,0,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,4412548850,0
H4,2013,2013,2013,0,0,1,Import,842,USA,USA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2328328632805,0
H4,2013,2013,2013,0,0,2,Export,842,USA,USA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1578001361900,0
H4,2013,2013,2013,0,0,3,Re-Export,842,USA,USA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,206360113439,0
H4,2013,2013,2013,0,0,1,Import,858,Uruguay,URY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,11642380101,0
H4,2013,2013,2013,0,0,2,Export,858,Uruguay,URY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,9065753626,0
H4,2013,2013,2013,0,0,4,Re-Import,858,Uruguay,URY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,19348656,0
H4,2013,2013,2013,0,0,1,Import,882,Samoa,WSM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,366588279,0
H4,2013,2013,2013,0,0,2,Export,882,Samoa,WSM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,62108623,0
H4,2013,2013,2013,0,0,3,Re-Export,882,Samoa,WSM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,14879693,0
H4,2013,2013,2013,0,0,1,Import,887,Yemen,YEM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,13272928405,0
H4,2013,2013,2013,0,0,2,Export,887,Yemen,YEM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,7129806232,0
H4,2013,2013,2013,0,0,3,Re-Export,887,Yemen,YEM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,107408779,0
H4,2013,2013,2013,0,0,1,Import,894,Zambia,ZMB,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,10161842686,0
H4,2013,2013,2013,0,0,2,Export,894,Zambia,ZMB,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,10594069231,0
H3,2013,2013,2013,0,0,1,Import,28,Antigua and Barbuda,ATG,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,343109397,0
H3,2013,2013,2013,0,0,2,Export,28,Antigua and Barbuda,ATG,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,32922552,0
H3,2013,2013,2013,0,0,3,Re-Export,28,Antigua and Barbuda,ATG,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,28813833,0
H3,2013,2013,2013,0,0,1,Import,84,Belize,BLZ,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,931226783,0
H3,2013,2013,2013,0,0,2,Export,84,Belize,BLZ,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,411444035,0
H3,2013,2013,2013,0,0,3,Re-Export,84,Belize,BLZ,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,81409950,0
H3,2013,2013,2013,0,0,1,Import,270,Gambia,GMB,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,350246491,0
H3,2013,2013,2013,0,0,2,Export,270,Gambia,GMB,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,106204147,0
H3,2013,2013,2013,0,0,3,Re-Export,270,Gambia,GMB,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,94654447,0
H3,2013,2013,2013,0,0,1,Import,328,Guyana,GUY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1740953829,0
H3,2013,2013,2013,0,0,2,Export,328,Guyana,GUY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1074132699,0
H3,2013,2013,2013,0,0,3,Re-Export,328,Guyana,GUY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,18012728,0
H3,2013,2013,2013,0,0,1,Import,388,Jamaica,JAM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,6216155431,0
H3,2013,2013,2013,0,0,2,Export,388,Jamaica,JAM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1569116558,0
H3,2013,2013,2013,0,0,3,Re-Export,388,Jamaica,JAM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,81177167,0
H3,2013,2013,2013,0,0,4,Re-Import,388,Jamaica,JAM,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,64597,0
H3,2013,2013,2013,0,0,1,Import,454,Malawi,MWI,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2844625505,0
H3,2013,2013,2013,0,0,2,Export,454,Malawi,MWI,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1207984154,0
H3,2013,2013,2013,0,0,3,Re-Export,454,Malawi,MWI,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1967010,0
H3,2013,2013,2013,0,0,4,Re-Import,454,Malawi,MWI,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2177061,0
H3,2013,2013,2013,0,0,1,Import,478,Mauritania,MRT,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,3978492178,0
H3,2013,2013,2013,0,0,2,Export,478,Mauritania,MRT,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2462517241,0
H3,2013,2013,2013,0,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,5492393273,0
H3,2013,2013,2013,0,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2428303313,0
H3,2013,2013,2013,0,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,808470013,0
H3,2013,2013,2013,0,0,4,Re-Import,498,Rep. of Moldova,MDA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,5426513,0
H3,2013,2013,2013,0,0,1,Import,500,Montserrat,MSR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,42075118,0
H3,2013,2013,2013,0,0,2,Export,500,Montserrat,MSR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,5961690,0
H3,2013,2013,2013,0,0,3,Re-Export,500,Montserrat,MSR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,3743256,0
H3,2013,2013,2013,0,0,1,Import,508,Mozambique,MOZ,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,10099147182,0
H3,2013,2013,2013,0,0,2,Export,508,Mozambique,MOZ,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,4023718958,0
H3,2013,2013,2013,0,0,1,Import,562,Niger,NER,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1714075682,0
H3,2013,2013,2013,0,0,2,Export,562,Niger,NER,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1337151358,0
H3,2013,2013,2013,0,0,4,Re-Import,562,Niger,NER,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2412,0
H3,2013,2013,2013,0,0,1,Import,678,Sao Tome and Principe,STP,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,152093663,0
H3,2013,2013,2013,0,0,2,Export,678,Sao Tome and Principe,STP,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,6938258,0
H3,2013,2013,2013,0,0,1,Import,768,Togo,TGO,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2002178014,0
H3,2013,2013,2013,0,0,2,Export,768,Togo,TGO,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1002253138,0
H3,2013,2013,2013,0,0,3,Re-Export,768,Togo,TGO,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,329311781,0
H3,2013,2013,2013,0,0,4,Re-Import,768,Togo,TGO,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,1725923,0
H3,2013,2013,2013,0,0,1,Import,804,Ukraine,UKR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,76986012502,0
H3,2013,2013,2013,0,0,2,Export,804,Ukraine,UKR,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,63320468792,0
H3,2013,2013,2013,0,0,1,Import,818,Egypt,EGY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,66666448662,0
H3,2013,2013,2013,0,0,2,Export,818,Egypt,EGY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,28779409063,0
H3,2013,2013,2013,0,0,4,Re-Import,818,Egypt,EGY,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,3452783,0
H3,2013,2013,2013,0,0,1,Import,854,Burkina Faso,BFA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,4365430825,0
H3,2013,2013,2013,0,0,2,Export,854,Burkina Faso,BFA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,2650538211,0
H3,2013,2013,2013,0,0,3,Re-Export,854,Burkina Faso,BFA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,167683466,0
H3,2013,2013,2013,0,0,4,Re-Import,854,Burkina Faso,BFA,0,World,WLD,TOTAL,All Commodities,1,No Quantity,,,11843,0
H2,2013,2013,2013,0,0,1,Import,52,Barbados,BRB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,1768742476,0
H2,2013,2013,2013,0,0,2,Export,52,Barbados,BRB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,467423520,0
H2,2013,2013,2013,0,0,3,Re-Export,52,Barbados,BRB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,200337255,0
H2,2013,2013,2013,0,0,1,Import,608,Philippines,PHL,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,65097369464,0
H2,2013,2013,2013,0,0,2,Export,608,Philippines,PHL,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,53978267908,0
H1,2013,2013,2013,0,0,1,Import,90,Solomon Isds,SLB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,580241010,0
H1,2013,2013,2013,0,0,2,Export,90,Solomon Isds,SLB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,489231135,0
H1,2013,2013,2013,0,0,3,Re-Export,90,Solomon Isds,SLB,0,World,WLD,TOTAL,ALL COMMODITIES,1,No Quantity,,,112161,0
